AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
5*S818 + 2*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   1.0      Reynolds numbers in millions
   0.0      Control setting
  11.00     Stall angle (deg)
  -4.6882   Zero Cn angle of attack (deg)
   5.9374   Cn slope for zero lift (dimensionless)
   1.6257   Cn extrapolated to value at positive stall angle of attack
  -0.8672   Cn at stall value for negative angle of attack
  -3.00     Angle of attack for minimum CD (deg)
   0.0087   Minimum CD value
  -3.00    0.169   0.0080
  -2.00    0.277   0.0080
  -1.00    0.385   0.0081
   0.00    0.494   0.0081
   1.00    0.601   0.0083
   2.00    0.708   0.0085
   3.00    0.814   0.0086
   4.00    0.920   0.0089
   5.00    1.026   0.0092
   6.00    1.131   0.0096
   7.00    1.220   0.0117
   8.00    1.318   0.0127
   9.00    1.391   0.0177
  10.00    1.432   0.0228
  11.00    1.488   0.0291
  12.00    1.534   0.0353
  13.00    1.496   0.0519
  20.00    1.227   0.1679
  30.00    1.157   0.4114
  40.00    1.118   0.7106
  50.00    1.024   1.0297
  60.00    0.854   1.3308
  70.00    0.611   1.5782
  80.00    0.316   1.7427
  90.00    0.000   1.8051
 100.00   -0.221   1.7427
 110.00   -0.428   1.5782
 120.00   -0.598   1.3308
 130.00   -0.717   1.0297
 140.00   -0.782   0.7106
 150.00   -0.810   0.4114
 160.00   -0.859   0.1679
 170.00   -0.937   0.0091
 180.00    0.000   0.0100
EOT
   4.0      Reynolds numbers in millions
   0.0      Control setting
  13.00     Stall angle (deg)
  -4.8848   Zero Cn angle of attack (deg)
   5.7387   Cn slope for zero lift (dimensionless)
   1.7913   Cn extrapolated to value at positive stall angle of attack
  -0.7702   Cn at stall value for negative angle of attack
  -3.00     Angle of attack for minimum CD (deg)
   0.0078   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.935   0.0124
-160.00    0.916   0.1572
-150.00    0.843   0.4016
-140.00    0.802   0.7019
-130.00    0.729   1.0224
-120.00    0.604   1.3252
-110.00    0.431   1.5743
-100.00    0.222   1.7407
 -90.00    0.000   1.8051
 -80.00   -0.222   1.7407
 -70.00   -0.431   1.5743
 -60.00   -0.604   1.3252
 -50.00   -0.729   1.0224
 -40.00   -0.802   0.7019
 -30.00   -0.843   0.4016
 -20.00   -0.916   0.1572
 -10.00   -0.779   0.0188
  -6.00   -0.162   0.0093
  -5.00   -0.045   0.0089
  -4.00    0.071   0.0084
  -3.00    0.170   0.0078
  -2.00    0.278   0.0078
  -1.00    0.386   0.0078
   0.00    0.495   0.0079
   1.00    0.602   0.0081
   2.00    0.710   0.0083
   3.00    0.816   0.0084
   4.00    0.922   0.0086
   5.00    1.028   0.0090
   6.00    1.134   0.0092
   7.00    1.222   0.0114
   8.00    1.321   0.0123
   9.00    1.395   0.0174
  10.00    1.478   0.0197
  11.00    1.532   0.0260
  12.00    1.580   0.0321
  13.00    1.607   0.0384
  20.00    1.308   0.1572
  30.00    1.205   0.4016
  40.00    1.146   0.7019
  50.00    1.041   1.0224
  60.00    0.863   1.3252
  70.00    0.615   1.5743
  80.00    0.317   1.7407
  90.00    0.000   1.8051
 100.00   -0.222   1.7407
 110.00   -0.431   1.5743
 120.00   -0.604   1.3252
 130.00   -0.729   1.0224
 140.00   -0.802   0.7019
 150.00   -0.843   0.4016
 160.00   -0.916   0.1572
 170.00   -0.935   0.0124
 180.00    0.000   0.0100
EOT
   5.0      Reynolds numbers in millions
   0.0      Control setting
  13.00     Stall angle (deg)
  -4.8738   Zero Cn angle of attack (deg)
   5.7535   Cn slope for zero lift (dimensionless)
   1.7948   Cn extrapolated to value at positive stall angle of attack
  -0.7730   Cn at stall value for negative angle of attack
  -3.00     Angle of attack for minimum CD (deg)
   0.0077   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.937   0.0123
-160.00    0.917   0.1571
-150.00    0.844   0.4014
-140.00    0.803   0.7017
-130.00    0.729   1.0223
-120.00    0.604   1.3251
-110.00    0.431   1.5743
-100.00    0.222   1.7407
 -90.00    0.000   1.8051
 -80.00   -0.222   1.7407
 -70.00   -0.431   1.5743
 -60.00   -0.604   1.3251
 -50.00   -0.729   1.0223
 -40.00   -0.803   0.7017
 -30.00   -0.844   0.4014
 -20.00   -0.917   0.1571
 -10.00   -0.782   0.0186
  -6.00   -0.164   0.0092
  -5.00   -0.046   0.0088
  -4.00    0.070   0.0084
  -3.00    0.170   0.0077
  -2.00    0.278   0.0077
  -1.00    0.386   0.0078
   0.00    0.495   0.0079
   1.00    0.602   0.0080
   2.00    0.710   0.0082
   3.00    0.817   0.0083
   4.00    0.923   0.0086
   5.00    1.029   0.0089
   6.00    1.134   0.0091
   7.00    1.223   0.0113
   8.00    1.323   0.0121
   9.00    1.399   0.0172
  10.00    1.482   0.0195
  11.00    1.535   0.0258
  12.00    1.584   0.0319
  13.00    1.610   0.0382
  20.00    1.310   0.1571
  30.00    1.206   0.4014
  40.00    1.147   0.7017
  50.00    1.041   1.0223
  60.00    0.863   1.3251
  70.00    0.615   1.5743
  80.00    0.317   1.7407
  90.00    0.000   1.8051
 100.00   -0.222   1.7407
 110.00   -0.431   1.5743
 120.00   -0.604   1.3251
 130.00   -0.729   1.0223
 140.00   -0.803   0.7017
 150.00   -0.844   0.4014
 160.00   -0.917   0.1571
 170.00   -0.937   0.0123
 180.00    0.000   0.0100
EOT
