AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
6*S818 + 1*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   1.0      Reynolds numbers in millions
   0.0      Control setting
  11.00     Stall angle (deg)
  -4.9503   Zero Cn angle of attack (deg)
   5.9813   Cn slope for zero lift (dimensionless)
   1.6651   Cn extrapolated to value at positive stall angle of attack
  -0.8855   Cn at stall value for negative angle of attack
  -3.00     Angle of attack for minimum CD (deg)
   0.0092   Minimum CD value
  70.00    0.612   1.5707
  80.00    0.316   1.7351
  90.00    0.000   1.7980
 100.00   -0.221   1.7351
 110.00   -0.428   1.5707
 120.00   -0.600   1.3237
 130.00   -0.722   1.0232
 140.00   -0.793   0.7049
 150.00   -0.830   0.4065
 160.00   -0.896   0.1637
 170.00   -0.968   0.0053
 180.00    0.000   0.0100
EOT
   4.0      Reynolds numbers in millions
   0.0      Control setting
  13.00     Stall angle (deg)
  -5.1548   Zero Cn angle of attack (deg)
   5.7933   Cn slope for zero lift (dimensionless)
   1.8357   Cn extrapolated to value at positive stall angle of attack
  -0.7487   Cn at stall value for negative angle of attack
  -3.00     Angle of attack for minimum CD (deg)
   0.0081   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.944   0.0112
-160.00    0.954   0.1527
-150.00    0.864   0.3964
-140.00    0.814   0.6959
-130.00    0.735   1.0157
-120.00    0.606   1.3178
-110.00    0.431   1.5667
-100.00    0.222   1.7331
 -90.00    0.000   1.7980
 -80.00   -0.222   1.7331
 -70.00   -0.431   1.5667
 -60.00   -0.606   1.3178
 -50.00   -0.735   1.0157
 -40.00   -0.814   0.6959
 -30.00   -0.864   0.3964
 -20.00   -0.954   0.1527
 -10.00   -0.757   0.0189
  -6.00   -0.126   0.0087
  -5.00   -0.013   0.0086
  -4.00    0.099   0.0084
  -3.00    0.202   0.0081
  -2.00    0.311   0.0081
  -1.00    0.418   0.0082
   0.00    0.526   0.0083
   1.00    0.634   0.0084
   2.00    0.741   0.0086
   3.00    0.848   0.0088
   4.00    0.954   0.0091
   5.00    1.059   0.0094
   6.00    1.165   0.0097
   7.00    1.261   0.0110
   8.00    1.363   0.0117
   9.00    1.435   0.0175
  10.00    1.520   0.0200
  11.00    1.589   0.0242
  12.00    1.652   0.0283
  13.00    1.688   0.0327
  20.00    1.363   0.1527
  30.00    1.235   0.3964
  40.00    1.163   0.6959
  50.00    1.049   1.0157
  60.00    0.866   1.3178
  70.00    0.616   1.5667
  80.00    0.317   1.7331
  90.00    0.000   1.7980
 100.00   -0.222   1.7331
 110.00   -0.431   1.5667
 120.00   -0.606   1.3178
 130.00   -0.735   1.0157
 140.00   -0.814   0.6959
 150.00   -0.864   0.3964
 160.00   -0.954   0.1527
 170.00   -0.944   0.0112
 180.00    0.000   0.0100
EOT
   5.0      Reynolds numbers in millions
   0.0      Control setting
  13.00     Stall angle (deg)
  -5.1490   Zero Cn angle of attack (deg)
   5.8007   Cn slope for zero lift (dimensionless)
   1.8374   Cn extrapolated to value at positive stall angle of attack
  -0.7500   Cn at stall value for negative angle of attack
  -3.00     Angle of attack for minimum CD (deg)
   0.0081   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.945   0.0111
-160.00    0.955   0.1526
-150.00    0.865   0.3963
-140.00    0.814   0.6958
-130.00    0.735   1.0156
-120.00    0.607   1.3178
-110.00    0.431   1.5667
-100.00    0.222   1.7331
 -90.00    0.000   1.7980
 -80.00   -0.222   1.7331
 -70.00   -0.431   1.5667
 -60.00   -0.607   1.3178
 -50.00   -0.735   1.0156
 -40.00   -0.814   0.6958
 -30.00   -0.865   0.3963
 -20.00   -0.955   0.1526
 -10.00   -0.758   0.0188
  -6.00   -0.127   0.0087
  -5.00   -0.014   0.0086
  -4.00    0.099   0.0083
  -3.00    0.202   0.0081
  -2.00    0.311   0.0081
  -1.00    0.418   0.0082
   0.00    0.526   0.0082
   1.00    0.634   0.0084
   2.00    0.741   0.0086
   3.00    0.848   0.0088
   4.00    0.954   0.0090
   5.00    1.059   0.0094
   6.00    1.165   0.0097
   7.00    1.262   0.0110
   8.00    1.364   0.0116
   9.00    1.437   0.0174
  10.00    1.522   0.0199
  11.00    1.591   0.0242
  12.00    1.654   0.0283
  13.00    1.690   0.0326
  20.00    1.364   0.1526
  30.00    1.235   0.3963
  40.00    1.163   0.6958
  50.00    1.050   1.0156
  60.00    0.866   1.3178
  70.00    0.616   1.5667
  80.00    0.317   1.7331
  90.00    0.000   1.7980
 100.00   -0.222   1.7331
 110.00   -0.431   1.5667
 120.00   -0.607   1.3178
 130.00   -0.735   1.0156
 140.00   -0.814   0.6958
 150.00   -0.865   0.3963
 160.00   -0.955   0.1526
 170.00   -0.945   0.0111
 180.00    0.000   0.0100
EOT
