AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
2*Circle+1*S818 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   0.4      Reynolds numbers in millions
   0.0      Control setting
  11.00     Stall angle (deg)
  -4.4183   Zero Cn angle of attack (deg)
   2.3675   Cn slope for zero lift (dimensionless)
   0.6371   Cn extrapolated to value at positive stall angle of attack
  -0.3638   Cn at stall value for negative angle of attack
  -6.00     Angle of attack for minimum CD (deg)
   0.3631   Minimum CD value
  20.00    0.132   0.3592
  30.00    0.128   0.3726
  40.00    0.124   0.4055
  50.00    0.113   0.4406
  60.00    0.094   0.4737
  70.00    0.067   0.5009
  80.00    0.035   0.5189
  90.00    0.000   0.5256
 100.00   -0.024   0.5189
 110.00   -0.047   0.5009
 120.00   -0.066   0.4737
 130.00   -0.079   0.4406
 140.00   -0.086   0.4055
 150.00   -0.090   0.3726
 160.00   -0.095   0.3458
 170.00   -0.114   0.3283
 180.00    0.000   0.3223
EOT
   1.0      Reynolds numbers in millions
   0.0      Control setting
  11.00     Stall angle (deg)
  -3.3461   Zero Cn angle of attack (deg)
   1.0419   Cn slope for zero lift (dimensionless)
   0.2609   Cn extrapolated to value at positive stall angle of attack
  -0.1652   Cn at stall value for negative angle of attack
  -6.00     Angle of attack for minimum CD (deg)
   0.3744   Minimum CD value
-180.00    0.000   0.3689
-170.00    0.114   0.3750
-160.00    0.095   0.3925
-150.00    0.090   0.4193
-140.00    0.086   0.4522
-130.00    0.079   0.4873
-120.00    0.066   0.5204
-110.00    0.047   0.5475
-100.00    0.024   0.5655
 -90.00    0.000   0.5723
 -80.00   -0.024   0.5655
 -70.00   -0.047   0.5475
 -60.00   -0.066   0.5204
 -50.00   -0.079   0.4873
 -40.00   -0.086   0.4522
 -30.00   -0.090   0.4193
 -20.00   -0.095   0.3925
 -10.00   -0.102   0.3759
  -6.00   -0.010   0.3744
  -5.00    0.002   0.3744
  -4.00    0.014   0.3744
  -3.00    0.026   0.3744
  -2.00    0.037   0.3744
  -1.00    0.049   0.3744
   0.00    0.061   0.3745
   1.00    0.073   0.3745
   2.00    0.085   0.3745
   3.00    0.097   0.3745
   4.00    0.109   0.3746
   5.00    0.120   0.3746
   6.00    0.132   0.3746
   7.00    0.143   0.3747
   8.00    0.155   0.3748
   9.00    0.166   0.3748
  10.00    0.171   0.3759
  11.00    0.179   0.3762
  12.00    0.136   0.3925
  13.00    0.136   0.3940
  20.00    0.132   0.4059
  30.00    0.128   0.4193
  40.00    0.124   0.4522
  50.00    0.113   0.4873
  60.00    0.094   0.5204
  70.00    0.067   0.5475
  80.00    0.035   0.5655
  90.00    0.000   0.5723
 100.00   -0.024   0.5655
 110.00   -0.047   0.5475
 120.00   -0.066   0.5204
 130.00   -0.079   0.4873
 140.00   -0.086   0.4522
 150.00   -0.090   0.4193
 160.00   -0.095   0.3925
 170.00   -0.114   0.3750
 180.00    0.000   0.3689
EOT
   1.5      Reynolds numbers in millions
   0.0      Control setting
  11.00     Stall angle (deg)
  -3.1835   Zero Cn angle of attack (deg)
   1.0951   Cn slope for zero lift (dimensionless)
   0.2711   Cn extrapolated to value at positive stall angle of attack
  -0.1745   Cn at stall value for negative angle of attack
  -6.00     Angle of attack for minimum CD (deg)
   0.4277   Minimum CD value
-180.00    0.000   0.4223
-170.00    0.114   0.4283
-160.00    0.095   0.4458
-150.00    0.090   0.4726
-140.00    0.086   0.5055
-130.00    0.079   0.5406
-120.00    0.066   0.5737
-110.00    0.047   0.6009
-100.00    0.024   0.6189
 -90.00    0.000   0.6256
 -80.00   -0.024   0.6189
 -70.00   -0.047   0.6009
 -60.00   -0.066   0.5737
 -50.00   -0.079   0.5406
 -40.00   -0.086   0.5055
 -30.00   -0.090   0.4726
 -20.00   -0.095   0.4458
 -10.00   -0.102   0.4292
  -6.00   -0.010   0.4277
  -5.00    0.002   0.4277
  -4.00    0.014   0.4277
  -3.00    0.026   0.4277
  -2.00    0.037   0.4278
  -1.00    0.049   0.4278
   0.00    0.061   0.4278
   1.00    0.073   0.4278
   2.00    0.085   0.4278
   3.00    0.097   0.4279
   4.00    0.109   0.4279
   5.00    0.120   0.4279
   6.00    0.132   0.4280
   7.00    0.143   0.4280
   8.00    0.155   0.4281
   9.00    0.166   0.4282
  10.00    0.171   0.4293
  11.00    0.179   0.4296
  12.00    0.136   0.4458
  13.00    0.136   0.4473
  20.00    0.132   0.4592
  30.00    0.128   0.4726
  40.00    0.124   0.5055
  50.00    0.113   0.5406
  60.00    0.094   0.5737
  70.00    0.067   0.6009
  80.00    0.035   0.6189
  90.00    0.000   0.6256
 100.00   -0.024   0.6189
 110.00   -0.047   0.6009
 120.00   -0.066   0.5737
 130.00   -0.079   0.5406
 140.00   -0.086   0.5055
 150.00   -0.090   0.4726
 160.00   -0.095   0.4458
 170.00   -0.114   0.4283
 180.00    0.000   0.4223
EOT
   2.0      Reynolds numbers in millions
   0.0      Control setting
  12.00     Stall angle (deg)
  -4.4958   Zero Cn angle of attack (deg)
   2.3326   Cn slope for zero lift (dimensionless)
   0.6716   Cn extrapolated to value at positive stall angle of attack
  -0.3278   Cn at stall value for negative angle of attack
  -6.00     Angle of attack for minimum CD (deg)
   0.3563   Minimum CD value
-180.00    0.000   0.3567
-170.00    0.328   0.3545
-160.00    0.307   0.4071
-150.00    0.281   0.4878
-140.00    0.267   0.5869
-130.00    0.242   0.6926
-120.00    0.200   0.7925
-110.00    0.143   0.8746
-100.00    0.074   0.9293
 -90.00    0.000   0.9503
 -80.00   -0.074   0.9293
 -70.00   -0.143   0.8746
 -60.00   -0.200   0.7925
 -50.00   -0.242   0.6926
 -40.00   -0.267   0.5869
 -30.00   -0.281   0.4878
 -20.00   -0.307   0.4071
 -10.00   -0.269   0.3604
  -6.00   -0.031   0.3563
  -5.00    0.005   0.3563
  -4.00    0.041   0.3563
  -3.00    0.077   0.3564
  -2.00    0.113   0.3564
  -1.00    0.149   0.3565
   0.00    0.185   0.3565
   1.00    0.220   0.3566
   2.00    0.256   0.3566
   3.00    0.291   0.3567
   4.00    0.327   0.3568
   5.00    0.362   0.3569
   6.00    0.397   0.3571
   7.00    0.431   0.3572
   8.00    0.466   0.3574
   9.00    0.500   0.3576
  10.00    0.516   0.3608
  11.00    0.542   0.3616
  12.00    0.562   0.3624
  13.00    0.546   0.3680
  20.00    0.439   0.4071
  30.00    0.402   0.4878
  40.00    0.381   0.5869
  50.00    0.346   0.6926
  60.00    0.286   0.7925
  70.00    0.204   0.8746
  80.00    0.105   0.9293
  90.00    0.000   0.9503
 100.00   -0.074   0.9293
 110.00   -0.143   0.8746
 120.00   -0.200   0.7925
 130.00   -0.242   0.6926
 140.00   -0.267   0.5869
 150.00   -0.281   0.4878
 160.00   -0.307   0.4071
 170.00   -0.328   0.3545
 180.00    0.000   0.3567
EOT
