AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
1*S818 + 6*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   1.0      Reynolds numbers in millions
   0.0      Control setting
   9.00     Stall angle (deg)
  -3.5082   Zero Cn angle of attack (deg)
   5.9590   Cn slope for zero lift (dimensionless)
   1.3009   Cn extrapolated to value at positive stall angle of attack
  -0.7943   Cn at stall value for negative angle of attack
  -2.00     Angle of attack for minimum CD (deg)
   0.0070   Minimum CD value
 -80.00   -0.223   1.7730
 -70.00   -0.427   1.6085
 -60.00   -0.589   1.3597
 -50.00   -0.694   1.0560
 -40.00   -0.737   0.7338
 -30.00   -0.728   0.4314
 -20.00   -0.710   0.1852
 -10.00   -0.787   0.0271
  -6.00   -0.276   0.0145
  -5.00   -0.158   0.0118
  -4.00   -0.041   0.0091
  -3.00    0.038   0.0070
  -2.00    0.148   0.0069
  -1.00    0.257   0.0069
   0.00    0.367   0.0069
   1.00    0.475   0.0070
   2.00    0.582   0.0072
   3.00    0.689   0.0072
   4.00    0.795   0.0074
   5.00    0.900   0.0075
   6.00    1.005   0.0078
   7.00    1.060   0.0135
   8.00    1.147   0.0155
   9.00    1.227   0.0169
  10.00    1.180   0.0273
  11.00    1.178   0.0415
  12.00    1.173   0.0556
  13.00    1.153   0.0718
  20.00    1.014   0.1852
  30.00    1.041   0.4314
  40.00    1.053   0.7338
  50.00    0.992   1.0560
  60.00    0.841   1.3597
  70.00    0.610   1.6085
  80.00    0.319   1.7730
  90.00    0.000   1.8337
 100.00   -0.223   1.7730
 110.00   -0.427   1.6085
 120.00   -0.589   1.3597
 130.00   -0.694   1.0560
 140.00   -0.737   0.7338
 150.00   -0.728   0.4314
 160.00   -0.710   0.1852
 170.00   -0.812   0.0246
 180.00    0.000   0.0100
EOT
   3.0      Reynolds numbers in millions
   0.0      Control setting
   9.00     Stall angle (deg)
  -3.5138   Zero Cn angle of attack (deg)
   5.9614   Cn slope for zero lift (dimensionless)
   1.3020   Cn extrapolated to value at positive stall angle of attack
  -0.7811   Cn at stall value for negative angle of attack
  -2.00     Angle of attack for minimum CD (deg)
   0.0068   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.814   0.0243
-160.00    0.711   0.1850
-150.00    0.729   0.4312
-140.00    0.738   0.7336
-130.00    0.694   1.0558
-120.00    0.589   1.3595
-110.00    0.427   1.6084
-100.00    0.223   1.7729
 -90.00    0.000   1.8337
 -80.00   -0.223   1.7729
 -70.00   -0.427   1.6084
 -60.00   -0.589   1.3595
 -50.00   -0.694   1.0558
 -40.00   -0.738   0.7336
 -30.00   -0.729   0.4312
 -20.00   -0.711   0.1850
 -10.00   -0.788   0.0269
  -6.00   -0.275   0.0144
  -5.00   -0.158   0.0117
  -4.00   -0.040   0.0090
  -3.00    0.039   0.0069
  -2.00    0.148   0.0068
  -1.00    0.258   0.0068
   0.00    0.368   0.0068
   1.00    0.475   0.0069
   2.00    0.582   0.0071
   3.00    0.689   0.0071
   4.00    0.795   0.0073
   5.00    0.900   0.0074
   6.00    1.005   0.0077
   7.00    1.061   0.0134
   8.00    1.148   0.0153
   9.00    1.224   0.0176
  10.00    1.181   0.0271
  11.00    1.180   0.0412
  12.00    1.177   0.0553
  13.00    1.157   0.0715
  20.00    1.016   0.1850
  30.00    1.042   0.4312
  40.00    1.054   0.7336
  50.00    0.992   1.0558
  60.00    0.842   1.3595
  70.00    0.610   1.6084
  80.00    0.319   1.7729
  90.00    0.000   1.8337
 100.00   -0.223   1.7729
 110.00   -0.427   1.6084
 120.00   -0.589   1.3595
 130.00   -0.694   1.0558
 140.00   -0.738   0.7336
 150.00   -0.729   0.4312
 160.00   -0.711   0.1850
 170.00   -0.814   0.0243
 180.00    0.000   0.0100
EOT
   4.0      Reynolds numbers in millions
   0.0      Control setting
  10.00     Stall angle (deg)
  -3.5142   Zero Cn angle of attack (deg)
   5.9219   Cn slope for zero lift (dimensionless)
   1.3968   Cn extrapolated to value at positive stall angle of attack
  -0.8565   Cn at stall value for negative angle of attack
  -1.00     Angle of attack for minimum CD (deg)
   0.0065   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.898   0.0173
-160.00    0.761   0.1755
-150.00    0.759   0.4224
-140.00    0.755   0.7258
-130.00    0.705   1.0494
-120.00    0.595   1.3545
-110.00    0.429   1.6050
-100.00    0.224   1.7712
 -90.00    0.000   1.8337
 -80.00   -0.224   1.7712
 -70.00   -0.429   1.6050
 -60.00   -0.595   1.3545
 -50.00   -0.705   1.0494
 -40.00   -0.755   0.7258
 -30.00   -0.759   0.4224
 -20.00   -0.761   0.1755
 -10.00   -0.866   0.0186
  -6.00   -0.307   0.0114
  -5.00   -0.174   0.0100
  -4.00   -0.042   0.0086
  -3.00    0.039   0.0066
  -2.00    0.148   0.0066
  -1.00    0.258   0.0065
   0.00    0.368   0.0065
   1.00    0.477   0.0067
   2.00    0.585   0.0068
   3.00    0.691   0.0068
   4.00    0.797   0.0069
   5.00    0.903   0.0072
   6.00    1.009   0.0073
   7.00    1.066   0.0130
   8.00    1.156   0.0146
   9.00    1.236   0.0169
  10.00    1.311   0.0187
  11.00    1.303   0.0329
  12.00    1.293   0.0471
  13.00    1.280   0.0612
  20.00    1.088   0.1755
  30.00    1.084   0.4224
  40.00    1.079   0.7258
  50.00    1.007   1.0494
  60.00    0.850   1.3545
  70.00    0.613   1.6050
  80.00    0.319   1.7712
  90.00    0.000   1.8337
 100.00   -0.224   1.7712
 110.00   -0.429   1.6050
 120.00   -0.595   1.3545
 130.00   -0.705   1.0494
 140.00   -0.755   0.7258
 150.00   -0.759   0.4224
 160.00   -0.761   0.1755
 170.00   -0.898   0.0173
 180.00    0.000   0.0100
EOT
   5.0      Reynolds numbers in millions
   0.0      Control setting
  10.00     Stall angle (deg)
  -3.5016   Zero Cn angle of attack (deg)
   5.9484   Cn slope for zero lift (dimensionless)
   1.4017   Cn extrapolated to value at positive stall angle of attack
  -0.8646   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0064   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.906   0.0168
-160.00    0.765   0.1750
-150.00    0.761   0.4220
-140.00    0.757   0.7254
-130.00    0.706   1.0490
-120.00    0.595   1.3542
-110.00    0.430   1.6048
-100.00    0.224   1.7711
 -90.00    0.000   1.8337
 -80.00   -0.224   1.7711
 -70.00   -0.430   1.6048
 -60.00   -0.595   1.3542
 -50.00   -0.706   1.0490
 -40.00   -0.757   0.7254
 -30.00   -0.761   0.4220
 -20.00   -0.765   0.1750
 -10.00   -0.875   0.0180
  -6.00   -0.311   0.0111
  -5.00   -0.177   0.0098
  -4.00   -0.044   0.0085
  -3.00    0.039   0.0064
  -2.00    0.148   0.0064
  -1.00    0.258   0.0064
   0.00    0.368   0.0064
   1.00    0.477   0.0064
   2.00    0.587   0.0065
   3.00    0.693   0.0066
   4.00    0.800   0.0068
   5.00    0.906   0.0069
   6.00    1.011   0.0070
   7.00    1.069   0.0127
   8.00    1.161   0.0141
   9.00    1.246   0.0163
  10.00    1.323   0.0182
  11.00    1.314   0.0324
  12.00    1.304   0.0466
  13.00    1.290   0.0607
  20.00    1.093   0.1750
  30.00    1.087   0.4220
  40.00    1.081   0.7254
  50.00    1.008   1.0490
  60.00    0.850   1.3542
  70.00    0.614   1.6048
  80.00    0.320   1.7711
  90.00    0.000   1.8337
 100.00   -0.224   1.7711
 110.00   -0.430   1.6048
 120.00   -0.595   1.3542
 130.00   -0.706   1.0490
 140.00   -0.757   0.7254
 150.00   -0.761   0.4220
 160.00   -0.765   0.1750
 170.00   -0.906   0.0168
 180.00    0.000   0.0100
EOT
