AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
1*S818 + 6*S816 - Generated by M. Buhl.
Data came from Eppler data that was extended and blended by AirfoilPrep.
   5        Number of airfoil tables in this file
   3.0      Reynolds numbers in millions
   0.0      Control setting
   9.00     Stall angle (deg)
  -3.1956   Zero Cn angle of attack (deg)
   5.9640   Cn slope for zero lift (dimensionless)
   1.2695   Cn extrapolated to value at positive stall angle of attack
  -0.7761   Cn at stall value for negative angle of attack
  -2.00     Angle of attack for minimum CD (deg)
   0.0065   Minimum CD value
 -30.00   -0.710   0.4357
 -20.00   -0.677   0.1887
 -10.00   -0.788   0.0276
  -4.00   -0.069   0.0088
  -3.00    0.006   0.0064
  -2.00    0.116   0.0064
  -1.00    0.226   0.0063
   0.00    0.336   0.0063
   1.00    0.446   0.0064
   2.00    0.552   0.0065
   3.00    0.659   0.0066
   4.00    0.765   0.0067
   5.00    0.871   0.0068
   6.00    0.976   0.0070
   7.00    1.024   0.0136
   8.00    1.111   0.0156
   9.00    1.190   0.0171
  10.00    1.126   0.0276
  20.00    0.967   0.1887
  30.00    1.015   0.4357
  40.00    1.039   0.7389
  50.00    0.985   1.0621
  60.00    0.839   1.3665
  70.00    0.610   1.6158
  80.00    0.319   1.7804
  90.00    0.000   1.8408
 100.00   -0.223   1.7804
 110.00   -0.427   1.6158
 120.00   -0.587   1.3665
 130.00   -0.689   1.0621
 140.00   -0.727   0.7389
 150.00   -0.710   0.4357
 160.00   -0.677   0.1887
 170.00   -0.788   0.0276
 180.00    0.000   0.0100
EOT
   4.0      Reynolds numbers in millions
   0.0      Control setting
  10.00     Stall angle (deg)
  -3.2736   Zero Cn angle of attack (deg)
   5.8526   Cn slope for zero lift (dimensionless)
   1.3559   Cn extrapolated to value at positive stall angle of attack
  -0.8780   Cn at stall value for negative angle of attack
  -1.00     Angle of attack for minimum CD (deg)
   0.0062   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.888   0.0185
-160.00    0.723   0.1800
-150.00    0.737   0.4277
-140.00    0.744   0.7318
-130.00    0.699   1.0561
-120.00    0.592   1.3618
-110.00    0.429   1.6126
-100.00    0.224   1.7788
 -90.00    0.000   1.8408
 -80.00   -0.224   1.7788
 -70.00   -0.429   1.6126
 -60.00   -0.592   1.3618
 -50.00   -0.699   1.0561
 -40.00   -0.744   0.7318
 -30.00   -0.737   0.4277
 -20.00   -0.723   0.1800
 -10.00   -0.888   0.0185
  -4.00   -0.070   0.0087
  -3.00    0.006   0.0063
  -2.00    0.116   0.0063
  -1.00    0.226   0.0062
   0.00    0.336   0.0062
   1.00    0.446   0.0063
   2.00    0.554   0.0064
   3.00    0.660   0.0064
   4.00    0.766   0.0065
   5.00    0.872   0.0067
   6.00    0.978   0.0068
   7.00    1.027   0.0134
   8.00    1.115   0.0152
   9.00    1.196   0.0168
  10.00    1.269   0.0185
  20.00    1.033   0.1800
  30.00    1.053   0.4277
  40.00    1.062   0.7318
  50.00    0.999   1.0561
  60.00    0.846   1.3618
  70.00    0.613   1.6126
  80.00    0.320   1.7788
  90.00    0.000   1.8408
 100.00   -0.224   1.7788
 110.00   -0.429   1.6126
 120.00   -0.592   1.3618
 130.00   -0.699   1.0561
 140.00   -0.744   0.7318
 150.00   -0.737   0.4277
 160.00   -0.723   0.1800
 170.00   -0.888   0.0185
 180.00    0.000   0.0100
EOT
   4.5      Reynolds numbers in millions
   0.0      Control setting
  10.00     Stall angle (deg)
  -3.2699   Zero Cn angle of attack (deg)
   5.8653   Cn slope for zero lift (dimensionless)
   1.3584   Cn extrapolated to value at positive stall angle of attack
  -0.8842   Cn at stall value for negative angle of attack
  -2.00     Angle of attack for minimum CD (deg)
   0.0061   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.895   0.0182
-160.00    0.726   0.1797
-150.00    0.739   0.4274
-140.00    0.745   0.7316
-130.00    0.700   1.0559
-120.00    0.593   1.3617
-110.00    0.429   1.6125
-100.00    0.224   1.7787
 -90.00    0.000   1.8408
 -80.00   -0.224   1.7787
 -70.00   -0.429   1.6125
 -60.00   -0.593   1.3617
 -50.00   -0.700   1.0559
 -40.00   -0.745   0.7316
 -30.00   -0.739   0.4274
 -20.00   -0.726   0.1797
 -10.00   -0.895   0.0182
  -4.00   -0.072   0.0085
  -3.00    0.006   0.0062
  -2.00    0.116   0.0061
  -1.00    0.226   0.0061
   0.00    0.336   0.0061
   1.00    0.446   0.0061
   2.00    0.555   0.0062
   3.00    0.661   0.0063
   4.00    0.768   0.0064
   5.00    0.874   0.0065
   6.00    0.979   0.0067
   7.00    1.028   0.0133
   8.00    1.118   0.0149
   9.00    1.202   0.0164
  10.00    1.278   0.0182
  20.00    1.037   0.1797
  30.00    1.056   0.4274
  40.00    1.064   0.7316
  50.00    0.999   1.0559
  60.00    0.847   1.3617
  70.00    0.613   1.6125
  80.00    0.320   1.7787
  90.00    0.000   1.8408
 100.00   -0.224   1.7787
 110.00   -0.429   1.6125
 120.00   -0.593   1.3617
 130.00   -0.700   1.0559
 140.00   -0.745   0.7316
 150.00   -0.739   0.4274
 160.00   -0.726   0.1797
 170.00   -0.895   0.0182
 180.00    0.000   0.0100
EOT
   5.0      Reynolds numbers in millions
   0.0      Control setting
  10.00     Stall angle (deg)
  -3.2642   Zero Cn angle of attack (deg)
   5.8801   Cn slope for zero lift (dimensionless)
   1.3613   Cn extrapolated to value at positive stall angle of attack
  -0.8876   Cn at stall value for negative angle of attack
   0.00     Angle of attack for minimum CD (deg)
   0.0060   Minimum CD value
-180.00    0.000   0.0100
-170.00    0.898   0.0179
-160.00    0.727   0.1795
-150.00    0.740   0.4271
-140.00    0.745   0.7313
-130.00    0.700   1.0557
-120.00    0.593   1.3615
-110.00    0.429   1.6124
-100.00    0.224   1.7787
 -90.00    0.000   1.8408
 -80.00   -0.224   1.7787
 -70.00   -0.429   1.6124
 -60.00   -0.593   1.3615
 -50.00   -0.700   1.0557
 -40.00   -0.745   0.7313
 -30.00   -0.740   0.4271
 -20.00   -0.727   0.1795
 -10.00   -0.898   0.0179
  -4.00   -0.072   0.0085
  -3.00    0.006   0.0061
  -2.00    0.116   0.0061
  -1.00    0.226   0.0061
   0.00    0.336   0.0060
   1.00    0.446   0.0060
   2.00    0.556   0.0061
   3.00    0.662   0.0062
   4.00    0.769   0.0063
   5.00    0.875   0.0064
   6.00    0.980   0.0065
   7.00    1.031   0.0131
   8.00    1.121   0.0146
   9.00    1.208   0.0161
  10.00    1.283   0.0179
  20.00    1.039   0.1795
  30.00    1.057   0.4271
  40.00    1.065   0.7313
  50.00    1.000   1.0557
  60.00    0.847   1.3615
  70.00    0.613   1.6124
  80.00    0.320   1.7787
  90.00    0.000   1.8408
 100.00   -0.224   1.7787
 110.00   -0.429   1.6124
 120.00   -0.593   1.3615
 130.00   -0.700   1.0557
 140.00   -0.745   0.7313
 150.00   -0.740   0.4271
 160.00   -0.727   0.1795
 170.00   -0.898   0.0179
 180.00    0.000   0.0100
EOT
